_RAJ2000	_DEJ2000	_V	RAJ2000	DEJ2000	objID	f_objID	Qual	e_RAJ2000	e_DEJ2000	Epoch	Ns	Nd	gmag	e_gmag	gKmag	e_gKmag	gFlags	rmag	e_rmag	rKmag	e_rKmag	rFlags	imag	e_imag	iKmag	e_iKmag	iFlags	zmag	e_zmag	zKmag	e_zKmag	zFlags	ymag	e_ymag	yKmag	e_yKmag	yFlags
000.93798124000	+10.09230292000	VizieR	000.937981240	+10.092302920	120110009380171257	268959744	32	0.4803	0.4803	55096.100717590	0	3	 	 	 	 	0	24.4350	0.0665	 	 	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.93595169000	+10.07867141000	VizieR	000.935951690	+10.078671410	120090009359074919	444915712	53	0.0798	0.1340	55782.914108800	4	11	 	 	 	 	16416	22.0824	0.0949	21.4712	0.1985	16892216	21.6905	0.0602	21.2128	0.0755	16892216	20.9991	0.1688	20.5164	0.1980	16892216	 	 	 	 	114720
000.94998090000	+10.08136156000	VizieR	000.949980900	+10.081361560	120090009501328124	310456320	37	0.6053	0.6053	55103.446562500	0	4	 	 	 	 	0	24.3932	 	19.1822	0.1944	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94692461000	+10.08219113000	VizieR	000.946924610	+10.082191130	120090009467419254	310456320	37	0.7465	0.7465	55103.446562500	0	3	 	 	 	 	0	24.4969	 	19.6266	0.2233	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94766737000	+10.07975416000	VizieR	000.947667370	+10.079754160	120090009476286239	310456320	37	1.1556	1.1556	55103.446562500	0	3	 	 	 	 	0	25.3761	0.1369	19.1573	0.0506	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94844153000	+10.07837865000	VizieR	000.948441530	+10.078378650	120090009481834582	302067712	36	1.9177	1.9177	55103.446562500	0	5	 	 	 	 	0	25.7172	 	19.3750	0.1118	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.93940359000	+10.07926053000	VizieR	000.939403590	+10.079260530	120090009394315840	310456320	37	0.1722	0.1722	55895.210405090	0	3	 	 	 	 	0	23.9658	 	17.4615	0.0000	16781336	 	 	 	 	0	20.6591	0.1715	20.1828	0.2389	16777744	 	 	 	 	0
000.94701231000	+10.07838252000	VizieR	000.947012310	+10.078382520	120090009470214538	268959744	32	0.2606	0.2606	56564.499467590	0	3	 	 	 	 	0	21.9144	0.2601	19.1185	0.0000	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94781370000	+10.07769903000	VizieR	000.947813700	+10.077699030	120090009476383779	302067712	36	4.1517	4.1517	55103.446562500	0	3	 	 	 	 	0	26.3965	 	19.8522	0.2797	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94885731000	+10.08135491000	VizieR	000.948857310	+10.081354910	120090009490158107	310456320	37	0.5124	0.5124	55103.446562500	0	3	 	 	 	 	0	24.1606	 	18.9995	0.1864	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94792172000	+10.08215652000	VizieR	000.947921720	+10.082156520	120090009481889087	302067712	36	12.3409	12.3409	55103.446562500	0	3	 	 	 	 	0	27.5974	 	19.1544	0.1941	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94780038000	+10.07835584000	VizieR	000.947800380	+10.078355840	120090009476284603	302067712	36	2.6075	2.6075	55103.446562500	0	3	 	 	 	 	0	25.8886	 	19.4031	0.2311	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94964546000	+10.08220912000	VizieR	000.949645460	+10.082209120	120090009496239078	310456320	37	1.6424	1.6424	55103.446562500	0	3	 	 	 	 	0	25.4437	 	19.2006	0.1998	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94886859000	+10.08088166000	VizieR	000.948868590	+10.080881660	120090009490287567	310456320	37	1.2927	1.2927	55103.446562500	0	3	 	 	 	 	0	25.1543	 	19.1448	0.2023	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94942122000	+10.08158602000	VizieR	000.949421220	+10.081586020	120090009494798617	310456320	37	1.4858	1.4858	55103.446562500	0	3	 	 	 	 	0	25.3301	 	19.1026	0.1885	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94945804000	+10.08233656000	VizieR	000.949458040	+10.082336560	120090009494839078	310456320	37	1.1452	1.1452	55103.446562500	0	3	 	 	 	 	0	25.0531	 	19.1802	0.1958	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.94823911000	+10.07769397000	VizieR	000.948239110	+10.077693970	120090009481993775	436527104	52	0.0731	0.0769	55813.400462960	4	10	 	 	 	 	16416	24.2063	 	 	 	16892216	21.7757	0.0717	22.1829	0.0160	115000	20.9682	0.1607	20.4274	0.2244	16892216	 	 	 	 	114720
000.94531928000	+10.07517560000	VizieR	000.945319280	+10.075175600	120090009451740549	436363264	52	0.0760	0.0760	55953.507743060	2	5	 	 	 	 	0	 	 	 	 	0	21.7545	0.0555	21.1783	0.2326	115000	 	 	 	 	114720	 	 	 	 	16416
000.93901095000	+10.08110631000	VizieR	000.939010950	+10.081106310	120090009390257893	436527104	52	0.0439	0.0518	55789.419328700	4	28	21.7906	0.1744	21.4214	0.2078	115000	21.5816	0.0385	21.2126	0.1137	16892216	21.4607	0.1138	20.8501	0.0781	115000	20.8886	0.0204	20.6331	0.0057	115000	 	 	 	 	16416
000.95573866000	+10.09873204000	VizieR	000.955738660	+10.098732040	120110009556869057	302067712	36	6.3295	6.3295	55103.446562500	0	3	 	 	 	 	0	27.0971	 	 	 	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95727035000	+10.09706861000	VizieR	000.957270350	+10.097068610	120110009573066797	310456320	37	0.7274	0.7274	55103.446562500	0	5	 	 	 	 	0	24.7982	 	 	 	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.98079924000	+10.11185092000	VizieR	000.980799240	+10.111850920	120130009807994701	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.4785	0.3131	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95685661000	+10.09722035000	VizieR	000.956856610	+10.097220350	120110009568567144	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	 	 	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95519217000	+10.09927460000	VizieR	000.955192170	+10.099274600	120110009551929609	268959744	32	 	 	 	0	5	 	 	 	 	0	 	 	19.4063	0.0419	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95329497000	+10.10051702000	VizieR	000.953294970	+10.100517020	120120009532941100	268959744	32	 	 	 	0	5	 	 	 	 	0	 	 	19.3323	0.1046	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.97017218000	+10.11458131000	VizieR	000.970172180	+10.114581310	120130009701548105	436527104	52	0.0264	0.0309	55914.579363430	5	28	 	 	 	 	114720	21.6259	0.0450	21.4413	0.1054	115000	21.2615	0.0730	20.9751	0.0873	115000	20.7881	0.0319	20.5654	0.0984	115000	 	 	 	 	114720
000.95735299000	+10.10846494000	VizieR	000.957352990	+10.108464940	120130009574160604	436527104	52	0.0523	0.0530	55650.736817130	4	16	 	 	 	 	114720	21.8641	0.0892	21.4128	0.1453	115000	21.8236	0.0636	21.4145	0.0965	115000	21.0989	0.1766	20.2897	0.1760	16892216	 	 	 	 	16416
000.96950715000	+10.10049441000	VizieR	000.969507150	+10.100494410	120120009694661249	310697984	37	0.0742	0.0502	55981.358854170	0	10	 	 	 	 	0	21.6626	0.1613	21.0082	0.1034	16777496	21.6003	0.0352	20.9160	0.2145	16777496	20.8342	0.0930	20.4444	0.0357	16777496	 	 	 	 	0
000.96881875000	+10.11852758000	VizieR	000.968818750	+10.118527580	120140009688052729	436527104	52	0.0113	0.0144	55927.380590280	5	53	 	 	 	 	114720	21.0897	0.0427	21.2069	0.0539	115000	19.7422	0.0165	19.8056	0.0466	115000	19.0291	0.0061	19.1165	0.0144	115000	18.7230	0.0191	18.8605	0.0487	115000
000.95552532000	+10.09725751000	VizieR	000.955525320	+10.097257510	120110009555257189	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	19.4474	0.2169	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95329203000	+10.10080209000	VizieR	000.953292030	+10.100802090	120120009532921442	268959744	32	 	 	 	0	4	 	 	 	 	0	 	 	19.3951	0.1510	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95520501000	+10.10005276000	VizieR	000.955205010	+10.100052760	120120009552050543	268959744	32	 	 	 	0	4	 	 	 	 	0	 	 	19.5486	0.0922	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95565323000	+10.10834641000	VizieR	000.955653230	+10.108346410	120130009556290627	444915712	53	0.0164	0.0184	55935.256261570	5	53	22.1024	0.0625	22.0696	0.1454	115000	21.5145	0.0559	21.1474	0.0676	16892216	20.6404	0.0475	20.0069	0.0696	16892216	20.1695	0.0531	19.5916	0.0626	16892216	19.8543	0.1278	19.7675	0.1226	115000
000.95653417000	+10.09694609000	VizieR	000.956534170	+10.096946090	120110009565346815	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	19.4908	0.0700	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96794668000	+10.09223002000	VizieR	000.967946680	+10.092230020	120110009679461156	268959744	32	 	 	 	0	5	 	 	 	 	0	 	 	19.0891	0.0310	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95658916000	+10.10429560000	VizieR	000.956589160	+10.104295600	120120009566005640	268959744	32	0.1129	0.1129	55090.494675930	0	8	 	 	 	 	0	21.5212	0.1119	19.4562	0.1085	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95654804000	+10.10012124000	VizieR	000.956548040	+10.100121240	120120009565590631	268959744	32	0.4045	0.4045	55090.494675930	0	3	 	 	 	 	0	22.8382	0.4042	19.0866	0.0734	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95879858000	+10.10431313000	VizieR	000.958798580	+10.104313130	120120009588095662	268959744	32	0.0286	0.0286	55090.494675930	0	7	 	 	 	 	0	19.5537	0.0244	18.9598	0.0425	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95554244000	+10.09881295000	VizieR	000.955542440	+10.098812950	120110009555429056	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	 	 	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96964480000	+10.10046825000	VizieR	000.969644800	+10.100468250	120120009697241077	436527104	52	0.0954	0.1236	55492.043495370	5	14	22.0508	0.1778	21.5823	0.2638	16892216	21.6303	0.0930	21.5137	0.0951	115000	21.6569	0.0415	20.8498	0.0970	16892216	 	 	 	 	114720	 	 	 	 	114720
000.94953657000	+10.10643056000	VizieR	000.949536570	+10.106430560	120120009495298298	436527104	52	0.0851	0.0866	55921.460370370	3	13	 	 	 	 	16416	23.5124	0.0954	19.9326	0.0176	16892216	21.9163	0.0539	21.5697	0.1928	115000	20.9625	0.1592	20.2924	0.1819	115000	20.3618	0.2707	20.1002	0.2851	20536
000.95432808000	+10.09804051000	VizieR	000.954328080	+10.098040510	120110009541348002	302067712	36	1.3185	1.3185	55103.446562500	0	3	 	 	 	 	0	25.7434	0.2207	20.1195	0.1466	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95427184000	+10.10014869000	VizieR	000.954271840	+10.100148690	120120009541230561	310456320	37	0.7165	0.7165	55103.446562500	0	6	 	 	 	 	0	24.6845	 	19.0831	0.2045	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95514997000	+10.09954233000	VizieR	000.955149970	+10.099542330	120120009552020217	310456320	37	0.9829	0.9829	55103.446562500	0	6	 	 	 	 	0	25.0547	 	19.4210	0.2395	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95587688000	+10.09803445000	VizieR	000.955876880	+10.098034450	120110009556818179	310456320	37	1.1983	1.1983	55103.446562500	0	3	 	 	 	 	0	25.3104	 	 	 	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95291772000	+10.10030478000	VizieR	000.952917720	+10.100304780	120120009529330845	444915712	53	0.0937	0.0778	55861.522361110	4	27	 	 	 	 	114720	21.6377	0.0723	21.0726	0.0756	16892216	21.5400	0.0650	20.5705	0.1733	16892216	21.0620	0.0000	19.9321	0.1145	16892216	 	 	 	 	16416
000.95621407000	+10.09726739000	VizieR	000.956214070	+10.097267390	120110009562147201	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	 	 	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95735796000	+10.09732242000	VizieR	000.957357960	+10.097322420	120110009573577267	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	 	 	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96156475000	+10.11624102000	VizieR	000.961564750	+10.116241020	120140009615590035	503635968	60	0.0082	0.0218	55867.384293980	5	82	17.2295	0.0062	17.2962	0.0068	115000	16.5157	0.0044	16.5704	0.0024	115000	16.2151	0.0041	16.2752	0.0032	115000	16.1012	0.0055	16.1582	0.0035	115000	16.0150	0.0045	16.0939	0.0072	115000
000.95740526000	+10.10976721000	VizieR	000.957405260	+10.109767210	120130009574082239	436527104	52	0.0450	0.0402	55795.728055560	4	20	 	 	 	 	114720	21.8680	0.0352	21.8009	0.0997	115000	21.7348	0.1621	21.3520	0.1245	115000	21.1542	0.0707	20.6808	0.0095	115000	 	 	 	 	16416
000.96645376000	+10.09071397000	VizieR	000.966453760	+10.090713970	120100009665199492	444915712	53	0.0612	0.0503	55731.691180560	5	20	21.7355	0.2444	 	 	118832	21.7862	0.0500	21.2980	0.1351	16892216	21.6156	0.1109	20.7191	0.1203	16892216	20.7440	0.0472	20.2664	0.1501	114992	 	 	 	 	114720
000.95543611000	+10.09695792000	VizieR	000.955436110	+10.096957920	120110009554096841	302067712	36	11.6503	11.6503	55103.446562500	0	3	 	 	 	 	0	27.7516	 	19.4753	0.2765	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95712563000	+10.09653419000	VizieR	000.957125630	+10.096534190	120110009573016116	302067712	36	8.0289	8.0289	55103.446562500	0	3	 	 	 	 	0	27.4174	 	19.3813	0.2527	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96879166000	+10.09254963000	VizieR	000.968791660	+10.092549630	120110009688101547	444674048	53	0.1939	0.1939	55090.495567130	3	3	 	 	 	 	16416	22.1355	0.1933	21.1940	0.1569	16892216	 	 	 	 	114720	 	 	 	 	114720	 	 	 	 	16416
000.96975567000	+10.09508827000	VizieR	000.969755670	+10.095088270	120110009697674466	268959744	32	0.3119	0.3119	55823.384814810	0	3	 	 	 	 	0	22.5835	0.4970	18.2356	0.0922	4120	22.3484	0.4003	 	 	4120	 	 	 	 	0	 	 	 	 	0
000.98079610000	+10.11184985000	VizieR	000.980796100	+10.111849850	120130009807964700	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.8852	0.1043	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95544294000	+10.09740001000	VizieR	000.955442940	+10.097400010	120110009553827187	310456320	37	1.2005	1.2005	55103.446562500	0	5	 	 	 	 	0	25.3099	 	 	 	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95586240000	+10.09838511000	VizieR	000.955862400	+10.098385110	120110009556798414	302067712	36	5.0683	5.0683	55103.446562500	0	3	 	 	 	 	0	26.8849	 	 	 	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95614716000	+10.09709650000	VizieR	000.956147160	+10.097096500	120110009562106808	310456320	37	0.9034	0.9034	55103.446562500	0	4	 	 	 	 	0	25.0177	 	 	 	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96899054000	+10.09214094000	VizieR	000.968990540	+10.092140940	120110009690101056	302067712	36	0.2082	0.2082	55090.495567130	0	4	 	 	 	 	0	22.2149	0.2076	22.0215	0.2405	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.97045488000	+10.09367392000	VizieR	000.970454880	+10.093673920	120110009704742897	302067712	36	0.2242	0.2242	55090.505636570	0	3	 	 	 	 	0	22.1853	0.2237	21.8085	0.2202	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95328736000	+10.10106466000	VizieR	000.953287360	+10.101064660	120120009532871758	268959744	32	 	 	 	0	5	 	 	 	 	0	 	 	19.4615	0.1820	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95235352000	+10.10066231000	VizieR	000.952353520	+10.100662310	120120009523441323	310456320	37	0.1764	0.1764	55455.543356480	0	3	 	 	 	 	0	 	 	19.5590	0.1097	24	22.0084	0.1757	21.1232	0.1809	16777496	 	 	 	 	0	 	 	 	 	0
000.98281771000	+10.10944888000	VizieR	000.982817710	+10.109448880	120130009827561926	436363264	52	0.0797	0.0797	55898.732407410	3	6	 	 	 	 	16416	22.0755	0.0373	21.6300	0.2092	16892216	21.7694	0.1579	21.5789	0.1196	115000	 	 	 	 	114720	 	 	 	 	16416
000.95988294000	+10.09499772000	VizieR	000.959882940	+10.094997720	120110009598874513	436527104	52	0.0129	0.0161	55768.480810190	5	53	22.0881	0.1917	21.7378	0.2020	115000	21.0512	0.0575	20.9010	0.1052	115000	20.4665	0.0253	20.0858	0.0657	16892216	20.1547	0.0244	19.7355	0.0543	16892216	19.9242	0.1709	19.8177	0.0521	115000
000.95339716000	+10.10003573000	VizieR	000.953397160	+10.100035730	120120009532970587	302067712	36	0.1590	0.1590	56551.404131940	0	3	 	 	 	 	0	 	 	 	 	24	21.2864	0.1583	21.1294	0.1690	272	 	 	 	 	0	 	 	 	 	0
000.97087911000	+10.10273824000	VizieR	000.970879110	+10.102738240	120120009708253827	444915712	53	0.0455	0.0364	55885.962638890	4	20	 	 	 	 	114720	21.7318	0.0638	21.4738	0.0920	16892216	21.5425	0.0775	21.1717	0.1034	16892216	20.8695	0.1669	20.5022	0.2382	16892208	 	 	 	 	16416
000.95260102000	+10.10776374000	VizieR	000.952601020	+10.107763740	120120009525599801	436527104	52	0.0678	0.0699	55779.619618060	4	9	 	 	 	 	114720	21.9933	0.0866	22.1323	0.1177	115000	22.0021	0.1145	22.1408	0.0518	115000	20.9665	0.1583	20.7290	0.2457	115000	 	 	 	 	16416
000.98139624000	+10.10860066000	VizieR	000.981396240	+10.108600660	120130009815590620	268959744	32	1.7292	1.7292	55103.446562500	0	3	 	 	 	 	0	25.7021	 	 	 	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95901266000	+10.10891278000	VizieR	000.959012660	+10.108912780	120130009590241181	268959744	32	0.3741	0.3741	55090.494675930	0	3	 	 	 	 	0	22.4233	0.3738	 	 	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95685214000	+10.09764246000	VizieR	000.956852140	+10.097642460	120110009567827499	310456320	37	2.1522	2.1522	55103.446562500	0	3	 	 	 	 	0	25.9983	 	 	 	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96941208000	+10.09862203000	VizieR	000.969412080	+10.098622030	120110009696098711	436527104	52	0.0421	0.0423	56137.374062500	4	15	 	 	 	 	16416	 	 	18.0549	0.0849	114744	21.7276	0.0066	21.8066	0.1143	115000	20.7879	0.0452	20.7038	0.0581	115000	20.3222	0.1687	20.2837	0.3230	115000
000.95440115000	+10.09963726000	VizieR	000.954401150	+10.099637260	120120009541300220	268513280	32	0.0211	0.0211	55562.271099540	0	4	 	 	 	 	0	 	 	18.8212	0.1568	24	 	 	 	 	0	 	 	 	 	0	16.7291	0.0148	17.7539	0.0479	16
000.95516393000	+10.09898454000	VizieR	000.955163930	+10.098984540	120110009551489162	310456320	37	0.6747	0.6747	55103.446562500	0	3	 	 	 	 	0	24.6544	 	19.2779	0.2304	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95826425000	+10.09767958000	VizieR	000.958264250	+10.097679580	120110009582717712	310456320	37	0.1523	0.1523	55090.495567130	0	3	 	 	 	 	0	21.9751	0.1515	21.1675	0.1235	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96771691000	+10.09247203000	VizieR	000.967716910	+10.092472030	120110009679501620	310456320	37	0.5794	0.5794	55103.446562500	0	4	 	 	 	 	0	24.8417	 	19.4837	0.2205	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.97013173000	+10.09774636000	VizieR	000.970131730	+10.097746360	120110009701487789	302067712	36	0.1803	0.1803	55090.495567130	0	4	 	 	 	 	0	22.0392	0.1796	22.0899	0.2474	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96315734000	+10.09573297000	VizieR	000.963157340	+10.095732970	120110009631695373	310456320	37	0.1644	0.1644	55090.495567130	0	4	 	 	 	 	0	22.0112	0.1637	21.1137	0.1347	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95479929000	+10.09995776000	VizieR	000.954799290	+10.099957760	120120009550180541	302067712	36	5.1227	5.1227	55103.446562500	0	4	 	 	 	 	0	26.8661	 	19.1998	0.2152	280	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95445177000	+10.10018688000	VizieR	000.954451770	+10.100186880	120120009545160551	310456320	37	0.1780	0.1780	55105.309861110	0	7	 	 	 	 	0	19.5754	0.1773	18.7935	0.2161	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96944372000	+10.09864810000	VizieR	000.969443720	+10.098648100	120110009694148963	302063616	36	0.0882	0.0882	55821.195127310	0	4	 	 	 	 	0	 	 	 	 	0	21.6693	 	21.2351	0.1702	280	 	 	 	 	0	19.8879	0.0723	 	 	280
000.96746434000	+10.10323440000	VizieR	000.967464340	+10.103234400	120120009673734411	436527104	52	0.1330	0.1217	55904.273310190	4	10	 	 	 	 	16416	22.1355	0.0546	22.1082	0.2526	115000	21.7559	0.1437	21.3054	0.0801	16892216	21.0807	0.1722	21.1812	0.3088	115000	 	 	 	 	114720
000.95026704000	+10.10396341000	VizieR	000.950267040	+10.103963410	120120009502335266	436527104	52	0.0579	0.0619	56026.976805560	3	13	 	 	 	 	16416	21.9381	0.1839	 	 	115000	21.9092	0.0232	21.3514	0.2021	16892216	20.9333	0.1774	20.6901	0.2844	16892216	 	 	 	 	16416
000.95414741000	+10.09901492000	VizieR	000.954147410	+10.099014920	120110009541479298	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	 	 	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96541514000	+10.08758337000	VizieR	000.965415140	+10.087583370	120100009654155580	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.8144	0.0758	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95497006000	+10.09899488000	VizieR	000.954970060	+10.098994880	120110009549709274	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	19.0917	0.2375	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95612410000	+10.09840941000	VizieR	000.956124100	+10.098409410	120110009561398569	268959744	32	0.4467	0.4467	55090.504745370	0	4	 	 	 	 	0	22.7438	0.4464	20.3533	0.0509	4120	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96518517000	+10.08769776000	VizieR	000.965185170	+10.087697760	120100009651855717	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.8828	0.0042	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.96656689000	+10.09931536000	VizieR	000.966566890	+10.099315360	120110009665829733	444915712	53	0.0217	0.0187	55974.497905090	4	43	 	 	 	 	16416	21.5108	0.0538	21.3542	0.1715	115000	20.8582	0.0441	20.5919	0.0706	16892216	20.4660	0.0554	20.0636	0.0736	16892216	19.9905	0.1462	19.2778	0.1972	16892216
000.96753088000	+10.09672229000	VizieR	000.967530880	+10.096722290	120110009674916588	436363264	52	0.0758	0.0758	55513.678923610	4	5	 	 	 	 	16416	21.9718	0.1650	 	 	115000	21.9604	0.3650	21.4242	0.0293	115000	 	 	 	 	114720	 	 	 	 	114720
000.96531512000	+10.09289985000	VizieR	000.965315120	+10.092899850	120110009653311969	310456320	37	0.1873	0.1873	55090.495567130	0	6	 	 	 	 	0	22.1272	0.1867	20.6654	0.1143	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95414417000	+10.09928389000	VizieR	000.954144170	+10.099283890	120110009541449621	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	 	 	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
000.95205834000	+10.10083241000	VizieR	000.952058340	+10.100832410	120120009520581479	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	 	 	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
001.05989595000	+10.07929161000	VizieR	001.059895950	+10.079291610	120090010598955630	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.5311	0.2691	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
001.04317508000	+10.07375116000	VizieR	001.043175080	+10.073751160	120080010431859197	444915712	53	0.0090	0.0229	55992.289583330	5	60	20.4799	0.0329	19.7604	0.0550	16892216	20.1671	0.0243	19.2920	0.0354	16892216	19.9838	0.0287	18.9098	0.0103	16892216	19.9373	0.0571	19.1541	0.0813	16892216	19.4261	0.0448	18.5279	0.0671	16892216
001.06074855000	+10.05744901000	VizieR	001.060748550	+10.057449010	120060010607089506	503636096	60	0.0038	0.0118	55998.470451390	5	85	15.1906	0.0029	15.2447	0.0052	115000	14.8396	0.0023	14.8986	0.0033	115000	14.7135	0.0012	14.7729	0.0017	115000	14.7034	0.0025	14.7505	0.0036	115000	14.6608	0.0023	14.7043	0.0031	115000
001.05495183000	+10.08579386000	VizieR	001.054951830	+10.085793860	120100010549513433	268959744	32	 	 	 	0	3	 	 	 	 	0	 	 	18.6059	0.0258	24	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
001.06589847000	+10.06638621000	VizieR	001.065898470	+10.066386210	120080010659210250	436527104	52	0.0120	0.0118	55967.325567130	5	55	21.8926	0.1532	21.9550	0.2812	115000	21.2522	0.0309	21.3161	0.0683	115000	20.4564	0.0238	20.5566	0.0361	115000	20.0213	0.0559	20.1662	0.1324	115000	19.6726	0.0460	19.6798	0.0989	115000
001.04308885000	+10.07437918000	VizieR	001.043088850	+10.074379180	120080010432119717	444915712	53	0.0205	0.0202	55970.224918980	2	25	 	 	 	 	16416	20.3862	0.0577	19.9691	0.0810	16793912	20.2453	0.0152	19.5881	0.0183	16892216	19.9391	0.0428	19.3493	0.0627	16892216	19.5618	0.0640	18.7595	0.1043	16793912
001.04070588000	+10.06771809000	VizieR	001.040705880	+10.067718090	120080010407261880	436527104	52	0.0625	0.0835	55920.121168980	5	11	 	 	 	 	114720	22.0575	0.1602	 	 	115000	21.6302	0.0718	21.1595	0.1493	115000	21.1944	0.1844	21.2394	0.2769	115000	 	 	 	 	114720
001.06212363000	+10.06008992000	VizieR	001.062123630	+10.060089920	120070010621472637	436527104	52	0.0477	0.0481	56119.227766200	3	13	 	 	 	 	16416	 	 	 	 	16416	21.8061	0.0910	22.0260	0.0791	115000	21.0366	0.0499	20.9181	0.2501	115000	20.3777	0.1853	20.3924	0.2688	115000
001.06673925000	+10.06095102000	VizieR	001.066739250	+10.060951020	120070010668663659	436363264	52	0.0664	0.0664	56039.822152780	5	7	 	 	 	 	114720	22.0448	0.2389	21.8699	0.2638	115000	21.7496	0.0111	21.8693	0.1561	115000	21.1252	0.0212	 	 	115000	 	 	 	 	114720
