_RAJ2000	_DEJ2000	_V	RAJ2000	DEJ2000	objID	f_objID	Qual	e_RAJ2000	e_DEJ2000	Epoch	Ns	Nd	gmag	e_gmag	gKmag	e_gKmag	gFlags	rmag	e_rmag	rKmag	e_rKmag	rFlags	imag	e_imag	iKmag	e_iKmag	iFlags	zmag	e_zmag	zKmag	e_zKmag	zFlags	ymag	e_ymag	yKmag	e_yKmag	yFlags
001.23683923000	+09.92440596000	VizieR	001.236839230	+09.924405960	119900012368169821	444915712	53	0.0085	0.0094	56007.462638890	5	50	20.9766	0.0366	20.4833	0.0678	16892216	20.1253	0.0545	19.5246	0.0287	16892216	19.4914	0.0417	18.9488	0.0203	16892216	19.3760	0.0181	18.7116	0.0229	16892216	19.1513	0.0465	18.4718	0.0567	16892216
001.22743641000	+09.91266135000	VizieR	001.227436410	+09.912661350	119890012275785792	444669952	53	0.1038	0.1038	56158.971030090	8	3	22.0562	0.0844	 	 	115000	 	 	 	 	114720	21.4494	0.1742	20.8764	0.2089	16892208	 	 	 	 	114720	 	 	 	 	16416
001.24341066000	+09.94103152000	VizieR	001.243410660	+09.941031520	119920012433899777	436527104	52	0.0502	0.0466	55710.957152780	3	10	 	 	 	 	114720	21.7271	0.0666	21.8612	0.0690	115000	21.2861	0.4231	 	 	115000	 	 	 	 	16416	 	 	 	 	16416
001.24521932000	+09.94469527000	VizieR	001.245219320	+09.944695270	119930012451774173	503635968	60	0.0152	0.0054	55945.484872690	5	51	19.6321	0.0151	19.7288	0.0205	115000	18.3690	0.0062	18.4642	0.0046	115000	17.6660	0.0072	17.7530	0.0050	115000	17.3128	0.0139	17.3948	0.0028	115000	17.1279	0.0055	17.2333	0.0122	115000
001.21825495000	+09.94434909000	VizieR	001.218254950	+09.944349090	119930012182293748	512024576	61	0.0093	0.0101	55946.386423610	10	50	21.0807	0.0416	20.6224	0.1054	16892216	19.8240	0.0231	19.2746	0.0500	16892216	19.3264	0.0703	18.7566	0.0986	16892216	18.9787	0.0735	18.2903	0.0609	16892216	18.7049	0.0298	18.1843	0.0422	16892216
001.20908743000	+09.95129262000	VizieR	001.209087430	+09.951292620	119940012091072060	176480256	21	0.0369	0.0262	56078.370636570	9	21	 	 	 	 	32800	 	 	 	 	114720	21.0405	0.0528	20.2122	0.1799	16892216	20.6348	0.0652	20.2302	0.1051	16892216	 	 	 	 	114720
001.21795689000	+09.94474120000	VizieR	001.217956890	+09.944741200	119930012179584288	268959744	32	0.0652	0.0652	56914.411099540	0	3	 	 	 	 	0	 	 	 	 	0	20.7649	0.2159	19.9085	0.1259	4120	 	 	 	 	0	 	 	 	 	0
001.20319108000	+09.93039459000	VizieR	001.203191080	+09.930394590	119910012032017018	436527104	52	0.0337	0.0254	56018.261851850	8	29	 	 	 	 	16416	22.0562	0.2024	 	 	115000	21.0833	0.0582	21.2367	0.1567	115000	20.6868	0.0333	20.6538	0.0665	115000	20.0704	0.0522	20.0592	0.1990	115000
001.21234983000	+09.93671816000	VizieR	001.212349830	+09.936718160	119920012123364495	268959744	32	0.0711	0.0711	55639.705081020	0	3	 	 	 	 	0	 	 	 	 	0	19.8671	0.0000	 	 	16781336	20.5720	0.2355	 	 	4112	 	 	 	 	0
001.19737979000	+09.94354268000	VizieR	001.197379790	+09.943542680	119930011974352468	310456320	37	0.1006	0.1006	56151.610162040	0	4	 	 	 	 	0	 	 	 	 	0	19.8432	0.0000	18.4075	0.0000	16781336	20.8313	0.2212	20.0062	0.1041	16777496	 	 	 	 	0
001.20812697000	+09.91817088000	VizieR	001.208126970	+09.918170880	119900012081122351	310456320	37	0.1514	0.1514	55090.504745370	0	3	 	 	 	 	0	22.0121	0.1507	20.6834	0.1217	16777496	21.4237	0.1512	20.7775	0.1086	16781336	20.6887	0.1727	19.6497	0.1108	16781328	 	 	 	 	0
001.21428329000	+09.92191171000	VizieR	001.214283290	+09.921911710	119900012143486804	436527232	52	0.0220	0.0221	56038.500462960	10	34	21.8658	0.0885	21.6691	0.2680	115000	21.4092	0.0523	21.4724	0.0504	115000	21.0683	0.0794	21.1551	0.1318	115000	20.7623	0.0650	20.4619	0.1852	115000	 	 	 	 	114720
001.20966750000	+09.92185526000	VizieR	001.209667500	+09.921855260	119900012096726781	503635968	60	0.0062	0.0111	56077.656932870	10	55	18.2398	0.0040	18.3005	0.0034	115000	17.8123	0.0057	17.8857	0.0035	115000	17.6218	0.0056	17.7331	0.0093	115000	17.5870	0.0054	17.6729	0.0142	115000	17.5571	0.0097	17.6886	0.0338	115000
001.20626048000	+09.92337752000	VizieR	001.206260480	+09.923377520	119900012062508612	436527104	52	0.0131	0.0072	56065.400092590	10	62	21.4601	0.0422	21.5815	0.0822	115000	20.2227	0.0155	20.3274	0.0271	115000	19.3370	0.0136	19.4660	0.0127	115000	18.8926	0.0240	19.0057	0.0433	115000	18.6904	0.0308	18.7457	0.0527	115000
001.19595886000	+09.92896792000	VizieR	001.195958860	+09.928967920	119910011959615183	436527104	52	0.0225	0.0379	55982.710925930	5	36	22.1241	0.1882	22.1793	0.3258	115000	21.6271	0.0462	21.3249	0.1042	115000	20.9931	0.0594	20.6615	0.1257	16892216	20.8095	0.0872	20.3748	0.0709	16892216	20.0818	0.0667	19.8198	0.0051	115000
001.21504092000	+09.93166319000	VizieR	001.215040920	+09.931663190	119910012150118555	176480256	21	0.0917	0.0902	55866.450844910	8	14	 	 	 	 	98336	21.8573	0.0632	21.4116	0.1141	16892216	21.6174	0.1552	 	 	16892216	 	 	 	 	114720	 	 	 	 	16416
001.21576829000	+09.95253875000	VizieR	001.215768290	+09.952538750	119940012157543541	436363264	52	0.0701	0.0701	55979.106875000	6	6	 	 	 	 	16416	 	 	 	 	114720	21.6261	0.0554	21.2157	0.1495	16892216	20.9719	0.0932	20.7471	0.0424	115000	 	 	 	 	16416
001.23672568000	+09.95271048000	VizieR	001.236725680	+09.952710480	119940012367203647	1384275968	165	0.0686	0.0686	56058.213078700	5	6	21.9524	0.1595	21.0315	0.1630	16892216	 	 	 	 	114720	21.2873	0.1240	20.2376	0.0904	16892208	 	 	 	 	114720	20.2614	0.2218	 	 	16797752
001.24298071000	+09.95924407000	VizieR	001.242980710	+09.959244070	119950012431411676	310697984	37	0.0779	0.0433	55656.263877310	0	8	21.0885	0.1007	19.9480	0.0407	16777496	20.4476	0.0000	19.3251	0.0000	16777496	 	 	 	 	0	19.6946	0.0485	18.2751	0.0413	16777496	19.2995	0.1036	18.4313	0.1024	16777496
001.21971605000	+09.95296582000	VizieR	001.219716050	+09.952965820	119940012196884089	503635968	60	0.0077	0.0031	56099.362465280	10	52	17.6358	0.0074	17.6854	0.0021	115000	17.0838	0.0041	17.1585	0.0041	115000	16.8802	0.0038	16.9414	0.0042	115000	16.7849	0.0095	16.8705	0.0142	115000	16.7072	0.0140	16.8154	0.0144	115000
001.22528589000	+09.94739924000	VizieR	001.225285890	+09.947399240	119930012253067499	444915712	53	0.0272	0.0298	56004.455821760	10	35	21.9626	0.0682	21.6704	0.0721	115000	21.2141	0.0576	20.7941	0.0321	16892216	20.9495	0.1016	20.8811	0.1908	16892216	20.5015	0.0783	20.1751	0.0393	115000	 	 	 	 	114720
001.23717164000	+09.95193444000	VizieR	001.237171640	+09.951934440	119940012372953077	302067712	36	0.1822	0.1822	56538.559270830	0	4	22.1776	0.1816	 	 	280	 	 	 	 	0	21.1577	0.1593	 	 	4120	 	 	 	 	0	 	 	 	 	0
001.21447910000	+09.95027825000	VizieR	001.214479100	+09.950278250	119940012143100989	444915712	53	0.0117	0.0128	56142.099340280	10	47	21.7642	0.0877	21.7375	0.0653	115000	20.9026	0.0151	20.3006	0.0708	16892216	20.1872	0.0410	19.7119	0.0511	16892216	19.9558	0.0534	19.6130	0.0662	16892216	19.6411	0.0558	19.3712	0.0866	16892216
001.24283952000	+09.95923660000	VizieR	001.242839520	+09.959236600	119950012427201586	444915712	53	0.0387	0.0131	56182.693854170	5	39	21.0556	0.0324	19.8888	0.0383	16892216	20.4466	0.0354	19.1685	0.0715	16892216	19.5008	0.0976	18.5541	0.0192	16892216	19.3342	0.1126	18.3601	0.0432	16892216	19.1763	0.0248	18.2664	0.0717	16892216
001.23661325000	+09.95286642000	VizieR	001.236613250	+09.952866420	119940012366924025	1115840512	133	0.0846	0.0846	55839.576828700	2	4	21.9700	0.0671	20.9950	0.3135	33080	21.8311	0.1648	21.4589	0.1887	16777496	22.0208	0.1776	20.4503	0.1193	16777488	 	 	 	 	32800	 	 	 	 	0
001.22950968000	+09.94742665000	VizieR	001.229509680	+09.947426650	119930012295297401	444915712	53	0.0600	0.0734	56158.596018520	8	18	22.0855	0.1766	21.2839	0.2097	16892216	21.8695	0.0830	21.5447	0.0264	16892216	21.3400	0.0773	21.0863	0.1239	115000	21.1148	0.1431	20.4358	0.0280	16892216	 	 	 	 	16416
001.23338591000	+09.96006591000	VizieR	001.233385910	+09.960065910	119950012333522670	503635968	60	0.0037	0.0041	56110.303842590	10	51	20.0314	0.0103	20.0944	0.0155	115000	18.8020	0.0059	18.8833	0.0072	115000	18.1261	0.0077	18.2073	0.0085	115000	17.7730	0.0047	17.8700	0.0205	115000	17.5689	0.0045	17.6648	0.0212	115000
001.24963165000	+09.95469094000	VizieR	001.249631650	+09.954690940	119940012495766151	444915712	53	0.0326	0.0341	56075.197719910	5	28	 	 	 	 	114720	21.5871	0.1894	20.7162	0.1812	16892216	20.9453	0.0545	20.3247	0.0706	16892216	20.5072	0.0657	19.9434	0.1519	16892216	20.1118	0.1996	 	 	115000
001.22936242000	+09.94812408000	VizieR	001.229362420	+09.948124080	119930012293858268	302067712	36	0.1268	0.1268	55615.692175930	0	3	 	 	 	 	0	 	 	 	 	0	21.8425	0.1686	22.2122	0.3102	280	21.1769	0.1907	20.9466	0.2962	280	 	 	 	 	0
001.24125009000	+09.94592858000	VizieR	001.241250090	+09.945928580	119930012412345582	436527104	52	0.0558	0.0544	55868.718993060	3	8	 	 	 	 	16416	 	 	 	 	16416	21.6799	0.2589	 	 	114992	20.9020	0.0615	20.8606	0.0832	115000	 	 	 	 	114720
001.22094983000	+09.95112794000	VizieR	001.220949830	+09.951127940	119940012209781908	436527104	52	0.0403	0.0457	56196.093912040	8	22	 	 	 	 	16416	22.0585	0.0486	22.0185	0.0826	115000	21.0455	0.1190	20.6955	0.1506	16892216	20.9610	0.0580	20.5443	0.0859	115000	20.1779	0.1923	20.0878	0.2778	115000
001.25577658000	+09.98609362000	VizieR	001.255776580	+09.986093620	119980012557853874	436527104	52	0.0939	0.0716	55543.466006940	10	12	 	 	 	 	114720	21.6511	0.0567	21.4168	0.0710	16892216	21.2760	0.0222	20.9121	0.1829	115000	21.0313	0.1926	21.1348	0.3056	114992	 	 	 	 	114720
001.25106249000	+09.96253159000	VizieR	001.251062490	+09.962531590	119950012510895638	310697984	37	0.0224	0.0285	56106.596516200	0	39	21.5960	0.0857	21.4734	0.1200	16777496	20.7040	0.1084	20.2370	0.0588	16777496	20.6098	0.0537	19.9400	0.0388	16777496	20.4254	0.0962	19.8514	0.0888	16777496	19.9703	0.1558	18.7215	0.1236	16777752
001.25628585000	+09.98134755000	VizieR	001.256285850	+09.981347550	119970012562988169	436363264	52	0.0697	0.0697	55863.424027780	6	7	 	 	 	 	16416	 	 	 	 	16416	21.8336	0.0538	21.9370	0.1186	115000	21.0564	0.1727	 	 	114992	 	 	 	 	114720
001.24773892000	+09.96852304000	VizieR	001.247738920	+09.968523040	119960012477842791	444915712	53	0.0584	0.0446	55964.474918980	5	11	 	 	 	 	114720	21.8182	0.0920	21.3465	0.1689	16892216	21.5908	0.1047	21.7480	0.1486	114992	20.8948	0.2056	 	 	115000	 	 	 	 	114720
001.25122888000	+09.97355041000	VizieR	001.251228880	+09.973550410	119960012512348802	436527104	52	0.0144	0.0170	56113.246238430	5	47	21.2006	0.0609	21.3278	0.1559	115000	19.9735	0.0233	20.0227	0.0206	115000	18.9396	0.0039	19.0123	0.0085	115000	18.4787	0.0165	18.6059	0.0205	115000	18.2043	0.0147	18.2534	0.0402	115000
001.24047467000	+09.97406882000	VizieR	001.240474670	+09.974068820	119960012405009362	436527104	52	0.0301	0.0299	55801.470115740	5	27	 	 	 	 	114720	21.6992	0.0264	21.8038	0.0741	115000	21.2623	0.0340	21.5163	0.0812	115000	20.7087	0.2376	 	 	115000	 	 	 	 	114720
001.23732041000	+09.97638376000	VizieR	001.237320410	+09.976383760	119970012373312142	436527104	52	0.0525	0.0572	56054.035879630	3	14	 	 	 	 	16416	 	 	 	 	16416	21.4015	0.1618	21.8661	0.1847	115000	20.8041	0.0625	20.6956	0.0798	115000	 	 	 	 	114720
001.20367818000	+09.95046086000	VizieR	001.203678180	+09.950460860	119940012036841058	436363264	52	0.0849	0.0849	55869.845300930	7	4	 	 	 	 	16416	 	 	 	 	16416	21.4061	0.0587	 	 	115000	21.2743	0.1892	20.9279	0.2632	115000	 	 	 	 	114720
001.18904725000	+09.94509194000	VizieR	001.189047250	+09.945091940	119930011890784632	436527104	52	0.0571	0.0471	55990.699328700	3	15	 	 	 	 	16416	21.9961	0.0811	 	 	115000	21.6310	0.0900	21.7046	0.2358	115000	21.1019	0.0112	19.4836	0.0000	115000	 	 	 	 	16416
001.18679551000	+09.96371066000	VizieR	001.186795510	+09.963710660	119950011868706984	310456320	37	0.0122	0.0122	55455.752592590	0	4	 	 	 	 	0	20.2942	0.0602	19.4823	0.0436	16777752	18.1359	0.4296	15.8183	0.1008	16777496	 	 	 	 	0	 	 	 	 	0
001.17022619000	+09.95412869000	VizieR	001.170226190	+09.954128690	119940011702295462	444915712	53	0.0429	0.0232	55907.933935190	5	35	21.6865	0.0527	21.1697	0.0643	16892216	21.4421	0.0387	20.7685	0.0963	16892216	21.0900	0.0918	20.0618	0.1920	16892216	20.9578	0.1520	20.4379	0.1606	16892216	 	 	 	 	114720
001.19864935000	+09.95957146000	VizieR	001.198649350	+09.959571460	119950011986322128	436363264	52	0.0694	0.0694	56251.389861110	4	7	 	 	 	 	16416	 	 	 	 	114720	21.3243	0.0912	20.9384	0.2618	115000	20.9866	0.1463	20.6117	0.2189	115000	 	 	 	 	114720
001.17198203000	+09.95401091000	VizieR	001.171982030	+09.954010910	119940011719835290	436527104	52	0.0213	0.0205	56015.344282410	5	35	21.9319	0.0371	21.7495	0.1169	115000	21.2235	0.0479	21.2741	0.0624	115000	21.0004	0.0411	20.9333	0.0669	115000	20.6580	0.0592	20.8155	0.1365	115000	 	 	 	 	114720
001.18308978000	+09.96653747000	VizieR	001.183089780	+09.966537470	119960011828240339	310697984	37	0.1609	0.0717	55757.471365740	0	7	 	 	 	 	0	21.3755	0.0915	20.6014	0.0379	16777496	20.4831	0.0762	20.0570	0.0975	16777488	 	 	 	 	0	20.2273	0.1803	20.1791	0.2366	280
001.19469580000	+09.95903055000	VizieR	001.194695800	+09.959030550	119950011946981383	436527104	52	0.0298	0.0309	56011.915405090	4	20	 	 	 	 	16416	 	 	 	 	114720	21.2494	0.0310	21.1578	0.1221	115000	20.5779	0.0520	20.6857	0.1267	115000	 	 	 	 	114720
001.18310811000	+09.96658188000	VizieR	001.183108110	+09.966581880	119960011832620454	444915712	53	0.0251	0.0273	56155.894085650	5	27	21.9915	0.0253	 	 	115000	21.3865	0.0808	20.9574	0.0737	16892216	20.7322	0.0475	20.3109	0.0608	16892216	20.6653	0.1412	20.8285	0.0000	16892216	20.2111	0.1841	19.6839	0.2452	16892216
001.18808658000	+09.96834792000	VizieR	001.188086580	+09.968347920	119960011881022476	436363264	52	0.0765	0.0765	55610.626365740	3	6	22.0739	0.1713	21.9613	0.2638	114992	22.1220	0.0733	21.8631	0.2132	115000	21.9565	0.1656	21.9741	0.2543	114992	20.8242	0.1671	20.1342	0.1536	16793904	 	 	 	 	16416
001.18696953000	+09.97079180000	VizieR	001.186969530	+09.970791800	119960011869325453	436527104	52	0.0256	0.0258	56024.851388890	4	29	 	 	 	 	16416	22.0344	0.1561	 	 	115000	21.1744	0.0506	20.9975	0.1576	115000	20.6904	0.0602	20.4719	0.1086	115000	20.2067	0.1663	20.1701	0.2917	115000
001.17941860000	+09.95592563000	VizieR	001.179418600	+09.955925630	119940011793907665	444915712	53	0.0393	0.0388	55835.326770830	4	13	 	 	 	 	16416	 	 	 	 	114720	21.1411	0.1487	21.1799	0.2832	115000	20.8851	0.0190	20.4326	0.2042	16892216	 	 	 	 	114720
001.18516621000	+09.95699040000	VizieR	001.185166210	+09.956990400	119940011851508930	444751872	53	0.0265	0.0265	55490.725868060	3	5	 	 	 	 	16416	 	 	 	 	114720	21.4263	0.1418	21.0821	0.0075	16892216	 	 	 	 	114720	 	 	 	 	16416
001.20075740000	+09.94735496000	VizieR	001.200757400	+09.947354960	119930012007547377	436527104	52	0.0203	0.0085	56041.825844910	5	53	21.9789	0.0852	22.0224	0.2149	115000	20.8112	0.0331	20.9749	0.0452	115000	20.0430	0.0186	20.1058	0.0235	115000	19.6852	0.0510	19.8279	0.0660	115000	19.4033	0.0442	19.3274	0.1074	115000
001.20556674000	+09.97819337000	VizieR	001.205566740	+09.978193370	119970012056724095	310456320	37	0.1560	0.1560	56538.570937500	0	3	21.8243	0.1553	21.1865	0.1671	16777496	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0	 	 	 	 	0
001.20250433000	+09.96376927000	VizieR	001.202504330	+09.963769270	119950012024667081	436281344	52	0.1024	0.1024	55576.556377310	4	3	21.7784	0.1884	21.8187	0.3067	114992	 	 	 	 	114720	21.7213	0.0951	 	 	115000	 	 	 	 	114720	 	 	 	 	16416
001.21478584000	+09.98006426000	VizieR	001.214785840	+09.980064260	119970012146886629	436363264	52	0.0833	0.0833	55941.304606480	10	5	 	 	 	 	114720	21.9540	0.2072	 	 	115256	21.8103	0.1748	21.7312	0.0226	16892216	20.5545	0.2016	20.6913	0.3320	114992	 	 	 	 	114720
001.21872405000	+09.97765031000	VizieR	001.218724050	+09.977650310	119970012186853801	436527104	52	0.0304	0.0291	56075.221469910	10	24	 	 	 	 	114720	21.9779	0.0788	21.9901	0.0503	115000	21.2489	0.0781	21.4445	0.1469	115000	20.9055	0.1085	21.1012	0.1032	115000	 	 	 	 	114720
001.20406439000	+09.96518414000	VizieR	001.204064390	+09.965184140	119950012040448782	444915712	53	0.0102	0.0146	56055.135509260	10	42	21.3659	0.1139	21.0878	0.0952	16892216	20.6572	0.0347	20.0948	0.0389	16892216	20.0162	0.0479	19.4343	0.0606	16892216	19.6693	0.0470	19.3697	0.1380	16892216	19.5965	0.0852	19.1178	0.0872	16892216
001.20577557000	+09.98432768000	VizieR	001.205775570	+09.984327680	119980012057051693	167845888	20	0.1075	0.1075	56405.712280090	16	4	 	 	 	 	32	 	 	 	 	114720	21.6019	0.1387	21.5282	0.0964	115000	 	 	 	 	114720	 	 	 	 	114720
001.21502814000	+09.97866023000	VizieR	001.215028140	+09.978660230	119970012150444891	436363264	52	0.0909	0.0909	55963.095416670	6	5	 	 	 	 	16416	 	 	 	 	114720	21.7484	0.1840	21.7612	0.2609	115000	21.1266	0.0469	21.3665	0.0363	115000	 	 	 	 	16416
001.22211844000	+09.97623062000	VizieR	001.222118440	+09.976230620	119970012222062049	310456320	37	0.1053	0.1053	55895.203993060	0	3	21.8216	0.3149	 	 	4120	 	 	 	 	0	 	 	 	 	0	20.8220	0.0433	19.5606	0.0012	16777744	 	 	 	 	0
001.20609598000	+09.98565198000	VizieR	001.206095980	+09.985651980	119980012060333328	436527104	52	0.0466	0.0487	55804.619328700	17	13	21.8109	0.1475	 	 	115000	21.8546	0.1521	21.6800	0.0424	115000	21.6732	0.0595	21.8366	0.1593	115000	20.8915	0.1953	 	 	115000	 	 	 	 	114720
001.21490083000	+09.97724904000	VizieR	001.214900830	+09.977249040	119970012148943259	436281344	52	0.0924	0.0924	55774.723668980	8	3	 	 	 	 	16416	21.9872	0.1749	21.7517	0.2097	115000	21.8444	0.0907	21.0986	0.0292	114992	 	 	 	 	114720	 	 	 	 	114720
001.19420241000	+09.96992073000	VizieR	001.194202410	+09.969920730	119960011941804533	436527104	52	0.0323	0.0548	56188.905243060	5	26	 	 	 	 	114720	21.8609	0.0617	21.4950	0.1115	115000	20.9744	0.0459	20.9360	0.1150	16892216	20.7979	0.0548	20.5605	0.2009	115000	20.0955	0.1725	20.0755	0.2439	115000
001.22227481000	+09.96643018000	VizieR	001.222274810	+09.966430180	119960012222070342	436527104	52	0.0567	0.0550	56191.870243060	6	16	 	 	 	 	16416	22.0904	0.0505	22.0951	0.1172	115000	21.1884	0.1687	 	 	115000	21.0832	0.0597	21.1403	0.1229	115000	 	 	 	 	16416
001.17274673000	+09.98383708000	VizieR	001.172746730	+09.983837080	119980011726941172	235200512	28	0.0262	0.0129	55939.856331020	8	37	24.9090	 	 	 	36	21.8335	0.1334	 	 	115000	19.8267	0.0108	19.9352	0.0565	115000	18.7888	0.0144	18.9101	0.0354	115000	18.2855	0.0148	18.4553	0.0437	115000
001.15862140000	+09.96141814000	VizieR	001.158621400	+09.961418140	119950011587734200	268959744	32	0.1120	0.1120	55823.382673610	0	3	 	 	 	 	0	21.3674	0.1688	 	 	4120	21.5577	0.0115	 	 	4120	 	 	 	 	0	 	 	 	 	0
001.15846050000	+09.96837833000	VizieR	001.158460500	+09.968378330	119960011584472566	436527104	52	0.0515	0.0348	55771.260590280	5	50	18.7993	0.0088	18.8716	0.0112	115000	18.1599	0.0160	18.0532	0.0628	16892216	17.9758	0.0015	18.0261	0.0147	115000	17.8516	0.0042	17.9645	0.0247	115000	17.7656	0.0114	17.8629	0.0201	115000
001.16346339000	+09.96271399000	VizieR	001.163463390	+09.962713990	119950011634645867	310456320	37	0.0492	0.0492	55823.371018520	0	3	 	 	 	 	0	20.5162	0.0402	19.8184	0.0553	16777752	20.4953	0.0769	 	 	16781336	 	 	 	 	0	 	 	 	 	0
001.15775766000	+09.97342908000	VizieR	001.157757660	+09.973429080	119960011577828660	503635968	60	0.0049	0.0043	55909.653854170	5	58	18.3970	0.0044	18.4767	0.0125	115000	17.6078	0.0065	17.6782	0.0051	115000	17.3032	0.0044	17.3586	0.0039	115000	17.1573	0.0034	17.2525	0.0036	115000	17.0633	0.0074	17.1380	0.0138	115000
001.15965954000	+09.98401648000	VizieR	001.159659540	+09.984016480	119980011597221253	302309376	36	0.0239	0.0251	56004.917986110	0	30	22.0478	0.1812	22.0003	0.2960	272	21.5701	0.0514	21.4864	0.1012	280	20.9480	0.0811	20.7421	0.1282	16777496	20.6140	0.0995	20.6345	0.1200	280	19.9133	0.1837	 	 	280
001.16253047000	+09.97067730000	VizieR	001.162530470	+09.970677300	119960011625135300	436527104	52	0.0130	0.0072	55941.464155090	5	47	22.0072	0.1814	21.8771	0.2066	16892216	21.2536	0.0823	21.3433	0.1226	115000	19.9214	0.0197	19.9741	0.0222	115000	19.1709	0.0220	19.2579	0.0475	115000	18.8218	0.0190	19.0071	0.0531	115000
001.16728318000	+09.96616756000	VizieR	001.167283180	+09.966167560	119950011673219888	268959744	32	0.1142	0.1142	56393.385706020	0	3	 	 	 	 	0	 	 	 	 	0	21.3952	0.1081	21.3967	0.0734	4112	20.7475	0.2321	 	 	4112	 	 	 	 	0
001.16750500000	+09.96571281000	VizieR	001.167505000	+09.965712810	119950011675079361	436527104	52	0.0065	0.0073	55868.695312500	5	52	18.6392	0.0052	18.7105	0.0083	115000	18.3042	0.0077	18.3773	0.0073	115000	18.1988	0.0125	18.2381	0.0178	115000	18.1553	0.0109	18.2533	0.0481	115000	18.0880	0.0149	18.2258	0.0292	115000
001.15965520000	+09.98401503000	VizieR	001.159655200	+09.984015030	119980011594571388	436527104	52	0.0520	0.0529	55733.378761570	10	9	 	 	 	 	114720	21.4785	0.1508	21.2375	0.2171	16892216	21.4181	0.1081	21.2652	0.1616	115000	20.9045	0.1804	20.5176	0.1939	114992	 	 	 	 	114720
001.16067845000	+09.96093789000	VizieR	001.160678450	+09.960937890	119950011605803690	444915712	53	0.0886	0.0980	55828.839409720	3	7	 	 	 	 	16416	21.9990	0.1723	21.2895	0.1905	16892216	21.7867	0.2073	21.5601	0.0056	16892216	21.1363	0.1694	20.7801	0.2032	16892216	 	 	 	 	16416
001.15550643000	+09.97767121000	VizieR	001.155506430	+09.977671210	119970011554963785	436281344	52	0.0978	0.0978	55865.886620370	2	3	 	 	 	 	16416	21.5883	0.1526	21.6372	0.2291	114992	21.9080	0.0727	21.9418	0.0477	115000	 	 	 	 	16416	 	 	 	 	16416
001.17116183000	+09.96736922000	VizieR	001.171161830	+09.967369220	119960011711401395	444915712	53	0.0196	0.0188	55920.853541670	5	37	 	 	 	 	114720	21.4158	0.0795	21.0142	0.0732	16892216	20.5541	0.0353	19.9162	0.0810	16892216	19.9620	0.0666	19.4498	0.1103	16892216	19.7260	0.0857	19.2776	0.1232	16892216
001.16130009000	+09.97871575000	VizieR	001.161300090	+09.978715750	119970011612805039	436527104	52	0.0340	0.0366	55815.719548610	5	19	 	 	 	 	114720	21.8132	0.0498	21.6352	0.1162	115000	21.3646	0.0172	21.0424	0.2544	115000	21.0435	0.0276	21.0311	0.0378	115000	 	 	 	 	114720
